epoch,energy,energy_std,grad_amp_before,grad_phi_before,grad_amp_after,grad_phi_after,learning_rate
0,26.88238,1.0208116,0.45307976,0.04
1,26.868784,1.1034604,0.55789524,0.04
2,26.84975,1.0999696,0.59532714,0.04
3,26.818567,1.1849943,0.68087935,0.04
4,26.781448,1.2367423,0.873715,0.04
5,26.713417,1.376414,1.129974,0.04
6,26.610239,1.4908621,1.3541744,0.04
7,26.419477,1.8124831,2.2086499,0.04
8,25.97681,2.267034,3.5557108,0.04
9,24.793772,3.1059313,6.369912,0.04
10,20.19498,5.282726,14.2034025,0.04
11,7.299911,7.9343705,11.552756,0.04
12,5.0228105,6.578188,12.920262,0.04
13,5.5699425,6.2744756,16.172884,0.04
14,2.7764916,5.922636,11.362282,0.04
15,0.21858317,5.0221534,8.645885,0.04
16,-0.9560234,4.9540734,9.908724,0.04
17,-0.6176993,5.1360993,17.497623,0.04
18,7.532384,5.846631,20.799307,0.04
19,-0.40454048,4.9439,11.237461,0.04
20,-1.3130107,4.586037,12.210783,0.04
21,-0.68176126,5.4999213,16.253134,0.04
22,0.53028846,5.1733575,15.848692,0.04
23,-1.3702933,4.6290817,11.760796,0.04
24,-3.1012006,4.3886204,8.03843,0.04
25,-4.1442766,4.222436,6.2410393,0.04
26,-4.1021123,4.299099,8.30384,0.04
27,-3.3656929,4.385582,11.131094,0.04
28,-2.7179565,4.5170417,13.670323,0.04
29,-1.7397246,4.9703393,15.39217,0.04
30,-1.9380902,4.8238063,14.147316,0.04
31,-3.087154,4.369373,13.050557,0.04
32,-2.916475,4.471009,12.226604,0.04
33,-3.7911055,4.2980304,12.219598,0.04
34,-2.8905234,4.5276656,14.285541,0.04
35,-2.3875432,4.75577,15.892328,0.04
36,-2.1164536,4.72857,13.812711,0.04
37,-4.133507,4.077183,10.785803,0.04
38,-4.0546346,4.227938,9.905556,0.04
39,-4.6195292,4.1399307,10.484055,0.04
40,-4.0872226,4.3351717,11.009029,0.04
41,-4.4270487,4.3431807,12.1474085,0.04
42,-3.343874,4.6379585,14.3430805,0.04
43,-3.0390298,4.598912,14.7299595,0.04
44,-3.5066323,4.5510035,12.580003,0.04
45,-4.8246136,4.064883,11.273653,0.04
46,-4.56059,4.3192396,10.3329525,0.04
47,-5.455908,4.0139613,8.051921,0.04
48,-5.4388084,3.9987915,7.384355,0.04
49,-5.706353,4.1021414,8.651328,0.04
50,-5.165683,4.132556,9.645474,0.04
51,-5.2516356,4.130969,9.711397,0.04
52,-5.2774734,4.0768247,9.030125,0.04
53,-5.776205,3.9647994,7.9742074,0.04
54,-5.912545,3.9715798,7.446448,0.04
55,-6.213709,3.9880846,7.266542,0.04
56,-6.1123943,3.9715936,6.9089155,0.04
57,-6.10903,3.9632986,6.6365695,0.04
58,-6.0437403,3.9313238,7.0711794,0.04
59,-6.0830293,3.9138808,7.6982274,0.04
60,-6.0376515,3.9383423,8.28164,0.04
61,-5.7142363,4.0545273,8.586779,0.04
62,-5.770643,3.972466,8.945442,0.04
63,-5.6561875,3.9695942,8.6215515,0.04
64,-6.1728506,3.9372368,7.760138,0.04
65,-6.2076406,3.972745,7.6634917,0.04
66,-6.353164,3.9307175,6.625889,0.04
